기준연도,지역,학교,유학생_전체계,전공_인문사회계열,전공_자연과학계열,전공_공학계열,전공_예체능계열,전공_의학계열,언어능력_합계(E),TOPIK_4급이상_충족,영어능력_충족,영어권_국적학생,언어능력_충족비율(%),유학생수_원본,언어비율_원본,유학생수_점수_70,언어능력_점수_30,외국인학생_점수
2025.0,대전,충남대학교,674,231,31,30,6,1,205,138,64,3,68.6,674.0,68.6,9.443554843875098,20.58,30.023554843875097
2025.0,충북,충북대학교,826,267,40,80,4,1,201,201,0,0,51.3,826.0,51.3,11.573258606885508,15.39,26.96325860688551
2025.0,경기,칼빈대학교,1940,1777,79,0,0,0,580,64,505,11,31.3,1940.0,31.3,27.18174539631705,9.39,36.571745396317056
2025.0,서울,태재대학교,13,11,0,2,0,0,0,0,0,0,0.0,13.0,0.0,0.18214571657325862,0.0,0.18214571657325862
2025.0,경기,평택대학교,149,39,1,0,2,0,41,9,32,0,97.6,149.0,97.6,2.0876701361088874,29.28,31.367670136108888
2025.0,경북,포항공과대학교,47,0,0,0,0,0,0,0,0,0,0.0,47.0,0.0,0.6585268214571658,0.0,0.6585268214571658
2025.0,경기,한경국립대학교,245,55,9,10,4,0,16,16,0,0,20.5,245.0,20.5,3.432746196957566,6.1499999999999995,9.582746196957565
2025.0,경기,한국공학대학교,529,21,0,194,0,0,66,66,0,0,30.7,529.0,30.7,7.411929543634908,9.209999999999999,16.621929543634906
2025.0,대전,한국과학기술원,481,20,34,337,0,0,9,9,0,0,2.3,481.0,2.3,6.739391513210569,0.69,7.429391513210568
2025.0,충북,한국교원대학교,2,0,0,0,0,0,0,0,0,0,0.0,2.0,0.0,0.028022417934347475,0.0,0.028022417934347475
2025.0,충남,한국기술교육대학교,75,2,0,24,0,0,23,23,0,0,88.5,75.0,88.5,1.0508406725380304,26.55,27.60084067253803
2025.0,서울,한국방송통신대학교,432,356,70,4,2,0,0,0,0,0,0.0,432.0,0.0,6.0528422738190555,0.0,6.0528422738190555
2025.0,서울,한국성서대학교,113,10,0,10,0,0,6,6,0,0,30.0,113.0,30.0,1.5832666132906326,9.0,10.583266613290633
2025.0,서울,한국열린사이버대학교,30,10,12,8,0,0,0,0,0,0,0.0,30.0,0.0,0.42033626901521215,0.0,0.42033626901521215
2025.0,서울,한국예술종합학교,86,0,0,0,55,0,37,37,0,0,67.3,86.0,67.3,1.2049639711769415,20.189999999999998,21.39496397117694
2025.0,서울,한국외국어대학교,2949,2145,2,26,0,0,846,680,157,9,38.9,2949.0,38.9,41.319055244195354,11.67,52.989055244195356
2025.0,충남,한국전통문화대학교,4,0,0,1,3,0,0,0,0,0,0.0,4.0,0.0,0.05604483586869495,0.0,0.05604483586869495
2025.0,서울,한국체육대학교,11,0,0,0,11,0,10,10,0,0,90.9,11.0,90.9,0.15412329863891114,27.27,27.42412329863891
2025.0,대전,한국침례신학대학교,4,2,0,0,2,0,0,0,0,0,0.0,4.0,0.0,0.05604483586869495,0.0,0.05604483586869495
2025.0,경기,한국항공대학교,194,131,43,17,0,0,108,47,61,0,56.5,194.0,56.5,2.7181745396317054,16.95,19.668174539631703
2025.0,대전,한남대학교,1599,505,7,67,26,0,218,183,35,0,36.0,1599.0,36.0,22.40392313851081,10.799999999999999,33.20392313851081
2025.0,경북,한동대학교,177,109,4,26,0,0,66,9,28,29,47.5,177.0,47.5,2.4799839871897515,14.25,16.72998398718975
2025.0,강원,한라대학교,196,157,0,15,7,0,47,16,31,0,26.3,196.0,26.3,2.746196957566053,7.890000000000001,10.636196957566053
2025.0,강원,한림대학교,168,107,0,5,1,0,28,21,7,0,24.8,168.0,24.8,2.353883106485188,7.4399999999999995,9.793883106485188
2025.0,충남,한서대학교,205,64,12,3,40,0,39,39,0,0,32.8,205.0,32.8,2.8722978382706166,9.839999999999998,12.712297838270615
2025.0,서울,한성대학교,506,113,0,2,148,0,187,187,0,0,71.1,506.0,71.1,7.089671737389912,21.33,28.419671737389912
2025.0,경기,한세대학교,22,8,0,0,6,0,5,5,0,0,35.7,22.0,35.7,0.3082465972778223,10.71,11.018246597277823
2025.0,경기,한신대학교,242,172,0,6,0,0,44,44,0,0,24.7,242.0,24.7,3.3907125700560448,7.41,10.800712570056046
2025.0,경기,한양대학교(ERICA)_분교,2503,1087,39,438,532,0,891,853,38,0,42.5,2503.0,42.5,35.07005604483587,12.75,47.82005604483587
2025.0,서울,한양대학교,3988,1274,127,359,352,0,1544,1307,224,13,73.1,3988.0,73.1,55.87670136108887,21.93,77.80670136108887
2025.0,서울,한양사이버대학교,151,64,0,16,11,0,7,7,0,0,7.7,151.0,7.7,2.1156925540432345,2.31,4.425692554043234
2025.0,전북,한일장신대학교,276,46,12,0,0,0,51,2,49,0,87.9,276.0,87.9,3.8670936749399516,26.37,30.237093674939953
2025.0,경기,협성대학교,98,1,0,1,0,0,0,0,0,0,0.0,98.0,0.0,1.3730984787830265,0.0,1.3730984787830265
2025.0,광주,호남대학교,1118,460,10,34,234,0,172,172,0,0,23.3,1118.0,23.3,15.664531625300238,6.99,22.654531625300237
2025.0,광주,호남신학대학교,2,2,0,0,0,0,1,1,0,0,50.0,2.0,50.0,0.028022417934347475,15.0,15.028022417934347
2025.0,충남,호서대학교,504,163,21,22,69,0,134,83,38,13,48.7,504.0,48.7,7.061649319455564,14.610000000000001,21.671649319455565
2025.0,전북,호원대학교,689,288,44,120,51,0,121,121,0,0,24.1,689.0,24.1,9.653722978382707,7.23,16.883722978382707
2025.0,서울,홍익대학교,1394,37,0,34,866,0,706,706,0,0,75.3,1394.0,75.3,19.531625300240194,22.59,42.1216253002402
2025.0,세종,홍익대학교_제2캠퍼스,86,2,0,5,79,0,59,59,0,0,68.6,86.0,68.6,1.2049639711769415,20.58,21.78496397117694
2025.0,경기,화성의과학대학교,1,0,1,0,0,0,1,1,0,0,100.0,1.0,100.0,0.014011208967173738,30.0,30.014011208967172
2025.0,부산,화신사이버대학교,4,4,0,0,0,0,0,0,0,0,0.0,4.0,0.0,0.05604483586869495,0.0,0.05604483586869495
