기준연도,지역,상태,학교,재학생수(A),총 실수,수용가능인원(B),유학생_학위과정,유학생_비학위과정
2025.0,경기,기존,중앙대학교_제2캠퍼스,5308.0,181.0,2034.0,0,0
2025.0,경기,기존,중앙대학교_제2캠퍼스,5308.0,114.0,2034.0,35,5
2025.0,경기,기존,중앙대학교_제2캠퍼스,5308.0,45.0,2034.0,0,0
2025.0,경기,기존,중앙대학교_제2캠퍼스,5308.0,191.0,2034.0,0,0
2025.0,경기,기존,중앙승가대학교,107.0,165.0,322.0,0,0
2025.0,충북,기존,중원대학교,3444.0,1122.0,2094.0,79,8
2025.0,경남,기존,진주교육대학교,1168.0,132.0,390.0,0,0
2025.0,경남,기존,진주교육대학교,1168.0,63.0,390.0,0,0
2025.0,경기,기존,차의과학대학교,2820.0,6.0,680.0,29,0
2025.0,경기,기존,차의과학대학교,2820.0,35.0,680.0,0,0
2025.0,경기,기존,차의과학대학교,2820.0,134.0,680.0,0,0
2025.0,경기,기존,차의과학대학교,2820.0,32.0,680.0,0,0
2025.0,경남,기존,창신대학교,1716.0,166.0,900.0,1,0
2025.0,경남,기존,창신대학교,1716.0,99.0,900.0,72,62
2025.0,경남,기존,창신대학교,1716.0,185.0,900.0,19,0
2025.0,충남,기존,청운대학교,5135.0,39.0,733.0,0,0
2025.0,충남,기존,청운대학교,5135.0,327.0,733.0,3,0
2025.0,충북,기존,청주교육대학교,1075.0,43.0,467.0,0,0
2025.0,충북,기존,청주교육대학교,1075.0,42.0,467.0,0,0
2025.0,충북,기존,청주교육대학교,1075.0,181.0,467.0,0,0
2025.0,충북,기존,청주교육대학교,1075.0,39.0,467.0,0,0
2025.0,충북,기존,청주대학교,12605.0,188.0,2414.0,350,26
2025.0,충북,기존,청주대학교,12605.0,101.0,2414.0,0,0
2025.0,충북,기존,청주대학교,12605.0,603.0,2414.0,488,28
2025.0,충북,기존,청주대학교,12605.0,131.0,2414.0,0,0
2025.0,전남,기존,초당대학교,2276.0,134.0,1220.0,17,0
2025.0,전남,기존,초당대학교,2276.0,167.0,1220.0,15,0
2025.0,전남,기존,초당대학교,2276.0,133.0,1220.0,0,0
2025.0,전남,기존,초당대학교,2276.0,176.0,1220.0,0,0
2025.0,서울,기존,총신대학교,2812.0,143.0,1289.0,12,0
2025.0,서울,기존,총신대학교,2812.0,46.0,1289.0,0,0
2025.0,서울,기존,총신대학교,2812.0,32.0,1289.0,1,0
2025.0,서울,기존,총신대학교,2812.0,63.0,1289.0,0,0
2025.0,서울,기존,총신대학교,2812.0,90.0,1289.0,7,0
2025.0,서울,기존,추계예술대학교,1255.0,9.0,182.0,0,0
2025.0,서울,기존,추계예술대학교,1255.0,24.0,182.0,29,0
2025.0,서울,기존,추계예술대학교,1255.0,3.0,182.0,0,0
2025.0,서울,기존,추계예술대학교,1255.0,13.0,182.0,8,0
2025.0,서울,기존,추계예술대학교,1255.0,9.0,182.0,0,0
2025.0,서울,기존,추계예술대학교,1255.0,7.0,182.0,0,0
2025.0,서울,기존,추계예술대학교,1255.0,3.0,182.0,0,0
2025.0,강원,기존,춘천교육대학교,1186.0,111.0,578.0,0,0
2025.0,강원,기존,춘천교육대학교,1186.0,274.0,578.0,0,0
2025.0,대전,기존,충남대학교,21701.0,132.0,4665.0,0,0
2025.0,대전,기존,충남대학교,21701.0,43.0,4665.0,12,0
2025.0,대전,기존,충남대학교,21701.0,132.0,4665.0,248,0
2025.0,대전,기존,충남대학교,21701.0,225.0,4665.0,0,0
2025.0,대전,기존,충남대학교,21701.0,95.0,4665.0,0,0
2025.0,대전,기존,충남대학교,21701.0,78.0,4665.0,1,0
2025.0,대전,기존,충남대학교,21701.0,142.0,4665.0,0,0
2025.0,대전,기존,충남대학교,21701.0,431.0,4665.0,0,0
2025.0,대전,기존,충남대학교,21701.0,211.0,4665.0,0,0
2025.0,대전,기존,충남대학교,21701.0,34.0,4665.0,0,0
2025.0,대전,기존,충남대학교,21701.0,276.0,4665.0,0,0
2025.0,대전,기존,충남대학교,21701.0,417.0,4665.0,0,0
2025.0,대전,기존,충남대학교,21701.0,197.0,4665.0,0,0
2025.0,대전,기존,충남대학교,21701.0,96.0,4665.0,2,0
2025.0,대전,기존,충남대학교,21701.0,100.0,4665.0,0,4
2025.0,충북,기존,충북대학교,15799.0,239.0,3861.0,161,32
2025.0,충북,기존,충북대학교,15799.0,682.0,3861.0,0,0
2025.0,충북,기존,충북대학교,15799.0,209.0,3861.0,0,0
2025.0,충북,기존,충북대학교,15799.0,809.0,3861.0,0,0
2025.0,경기,기존,칼빈대학교,2458.0,34.0,282.0,8,16
2025.0,경기,기존,칼빈대학교,2458.0,52.0,282.0,2,0
2025.0,경기,기존,평택대학교,3256.0,88.0,979.0,0,3
2025.0,경기,기존,평택대학교,3256.0,124.0,979.0,51,75
2025.0,경기,기존,평택대학교,3256.0,119.0,979.0,1,0
2025.0,경북,기존,포항공과대학교,3460.0,34.0,2971.0,0,0
2025.0,경북,기존,포항공과대학교,3460.0,37.0,2971.0,0,0
2025.0,경북,기존,포항공과대학교,3460.0,34.0,2971.0,0,0
2025.0,경북,기존,포항공과대학교,3460.0,34.0,2971.0,0,0
2025.0,경북,기존,포항공과대학교,3460.0,60.0,2971.0,0,0
2025.0,경북,기존,포항공과대학교,3460.0,59.0,2971.0,0,0
2025.0,경북,기존,포항공과대학교,3460.0,60.0,2971.0,0,0
2025.0,경북,기존,포항공과대학교,3460.0,23.0,2971.0,0,0
2025.0,경북,기존,포항공과대학교,3460.0,56.0,2971.0,8,0
2025.0,경북,기존,포항공과대학교,3460.0,71.0,2971.0,103,0
2025.0,경북,기존,포항공과대학교,3460.0,60.0,2971.0,0,0
2025.0,경북,기존,포항공과대학교,3460.0,67.0,2971.0,0,0
2025.0,경북,기존,포항공과대학교,3460.0,303.0,2971.0,0,0
2025.0,경북,기존,포항공과대학교,3460.0,60.0,2971.0,0,0
2025.0,경북,기존,포항공과대학교,3460.0,48.0,2971.0,6,0
2025.0,경북,기존,포항공과대학교,3460.0,75.0,2971.0,2,0
2025.0,경북,기존,포항공과대학교,3460.0,75.0,2971.0,0,0
2025.0,경북,기존,포항공과대학교,3460.0,75.0,2971.0,1,0
2025.0,경북,기존,포항공과대학교,3460.0,75.0,2971.0,9,0
2025.0,경북,기존,포항공과대학교,3460.0,34.0,2971.0,0,0
2025.0,경북,기존,포항공과대학교,3460.0,34.0,2971.0,0,0
2025.0,경북,기존,포항공과대학교,3460.0,37.0,2971.0,0,0
2025.0,경북,기존,포항공과대학교,3460.0,29.0,2971.0,1,0
2025.0,경북,기존,포항공과대학교,3460.0,60.0,2971.0,0,0
2025.0,경북,기존,포항공과대학교,3460.0,45.0,2971.0,1,0
2025.0,경북,기존,포항공과대학교,3460.0,149.0,2971.0,1,0
2025.0,경북,기존,포항공과대학교,3460.0,98.0,2971.0,1,0
2025.0,경북,기존,포항공과대학교,3460.0,37.0,2971.0,0,0
2025.0,경기,기존,한경국립대학교,5793.0,296.0,1433.0,7,18
2025.0,경기,기존,한경국립대학교,5793.0,201.0,1433.0,1,0
2025.0,경기,기존,한경국립대학교,5793.0,109.0,1433.0,0,0
2025.0,경기,기존,한경국립대학교,5793.0,39.0,1433.0,0,0
2025.0,경기,기존,한경국립대학교,5793.0,51.0,1433.0,0,0
2025.0,경기,기존,한경국립대학교,5793.0,38.0,1433.0,0,0
2025.0,경기,기존,한경국립대학교,5793.0,36.0,1433.0,0,0
2025.0,경기,기존,한경국립대학교,5793.0,36.0,1433.0,0,0
2025.0,경기,기존,한국공학대학교,6573.0,442.0,2335.0,0,0
2025.0,경기,기존,한국공학대학교,6573.0,646.0,2335.0,18,71
2025.0,대전,기존,한국과학기술원,12346.0,412.0,6814.0,46,0
2025.0,대전,기존,한국과학기술원,12346.0,175.0,6814.0,45,0
2025.0,대전,기존,한국과학기술원,12346.0,144.0,6814.0,74,0
2025.0,대전,기존,한국과학기술원,12346.0,164.0,6814.0,30,0
2025.0,대전,기존,한국과학기술원,12346.0,252.0,6814.0,25,0
2025.0,대전,기존,한국과학기술원,12346.0,196.0,6814.0,99,0
2025.0,대전,기존,한국과학기술원,12346.0,133.0,6814.0,66,0
2025.0,대전,기존,한국과학기술원,12346.0,136.0,6814.0,15,0
2025.0,대전,기존,한국과학기술원,12346.0,570.0,6814.0,68,0
2025.0,대전,기존,한국과학기술원,12346.0,134.0,6814.0,0,0
2025.0,대전,기존,한국과학기술원,12346.0,136.0,6814.0,20,0
2025.0,대전,기존,한국과학기술원,12346.0,244.0,6814.0,66,0
2025.0,대전,기존,한국과학기술원,12346.0,125.0,6814.0,46,0
2025.0,대전,기존,한국과학기술원,12346.0,135.0,6814.0,78,0
2025.0,대전,기존,한국과학기술원,12346.0,134.0,6814.0,19,0
2025.0,대전,기존,한국과학기술원,12346.0,249.0,6814.0,16,0
2025.0,대전,기존,한국과학기술원,12346.0,360.0,6814.0,25,0
2025.0,충북,기존,한국교원대학교,3405.0,48.0,2516.0,1,0
2025.0,충북,기존,한국교원대학교,3405.0,98.0,2516.0,33,0
2025.0,충북,기존,한국교원대학교,3405.0,137.0,2516.0,0,0
2025.0,충북,기존,한국교원대학교,3405.0,66.0,2516.0,0,0
2025.0,충북,기존,한국교원대학교,3405.0,117.0,2516.0,0,0
2025.0,충북,기존,한국교원대학교,3405.0,78.0,2516.0,0,0
2025.0,충북,기존,한국교원대학교,3405.0,59.0,2516.0,3,0
2025.0,충북,기존,한국교원대학교,3405.0,587.0,2516.0,0,0
2025.0,충남,기존,한국기술교육대학교,4515.0,178.0,2545.0,0,0
2025.0,충남,기존,한국기술교육대학교,4515.0,136.0,2545.0,0,0
2025.0,충남,기존,한국기술교육대학교,4515.0,97.0,2545.0,0,0
2025.0,충남,기존,한국기술교육대학교,4515.0,115.0,2545.0,74,34
2025.0,충남,기존,한국기술교육대학교,4515.0,52.0,2545.0,0,0
2025.0,충남,기존,한국기술교육대학교,4515.0,194.0,2545.0,0,0
2025.0,충남,기존,한국기술교육대학교,4515.0,140.0,2545.0,0,0
2025.0,충남,기존,한국기술교육대학교,4515.0,134.0,2545.0,0,0
2025.0,충남,기존,한국기술교육대학교,4515.0,130.0,2545.0,0,0
2025.0,충남,기존,한국기술교육대학교,4515.0,97.0,2545.0,0,0
2025.0,충남,기존,한국기술교육대학교,4515.0,177.0,2545.0,0,0
2025.0,서울,기존,한국성서대학교,968.0,43.0,172.0,4,0
2025.0,전남,기존,한국에너지공과대학교,310.0,182.0,522.0,0,0
2025.0,서울,기존,한국예술종합학교,3724.0,24.0,72.0,9,0
2025.0,서울,기존,한국외국어대학교,18834.0,18.0,3431.0,0,30
2025.0,서울,기존,한국외국어대학교,18834.0,2.0,3431.0,0,0
2025.0,서울,기존,한국외국어대학교,18834.0,195.0,3431.0,56,31
2025.0,서울,기존,한국외국어대학교,18834.0,26.0,3431.0,0,45
2025.0,서울,기존,한국외국어대학교,18834.0,11.0,3431.0,0,0
2025.0,서울,기존,한국외국어대학교,18834.0,7.0,3431.0,0,0
2025.0,서울,기존,한국외국어대학교,18834.0,320.0,3431.0,121,55
2025.0,서울,기존,한국외국어대학교,18834.0,1.0,3431.0,0,0
2025.0,서울,기존,한국외국어대학교,18834.0,15.0,3431.0,0,26
2025.0,서울,기존,한국외국어대학교,18834.0,197.0,3431.0,0,0
2025.0,서울,기존,한국외국어대학교,18834.0,326.0,3431.0,10,20
2025.0,서울,기존,한국외국어대학교,18834.0,337.0,3431.0,7,0
2025.0,서울,기존,한국외국어대학교,18834.0,116.0,3431.0,0,0
2025.0,서울,기존,한국외국어대학교,18834.0,72.0,3431.0,0,0
2025.0,충남,기존,한국전통문화대학교,930.0,45.0,744.0,1,0
2025.0,충남,기존,한국전통문화대학교,930.0,36.0,744.0,0,0
2025.0,충남,기존,한국전통문화대학교,930.0,52.0,744.0,0,0
2025.0,충남,기존,한국전통문화대학교,930.0,44.0,744.0,0,0
2025.0,충남,기존,한국전통문화대학교,930.0,18.0,744.0,0,0
2025.0,충남,기존,한국전통문화대학교,930.0,32.0,744.0,3,0
2025.0,충남,기존,한국전통문화대학교,930.0,56.0,744.0,1,0
2025.0,충남,기존,한국전통문화대학교,930.0,90.0,744.0,3,0
2025.0,서울,기존,한국체육대학교,2564.0,490.0,960.0,0,0
2025.0,대전,기존,한국침례신학대학교,1329.0,66.0,625.0,1,0
2025.0,대전,기존,한국침례신학대학교,1329.0,88.0,625.0,0,0
2025.0,대전,기존,한국침례신학대학교,1329.0,103.0,625.0,4,0
2025.0,경기,기존,한국항공대학교,4653.0,208.0,761.0,145,1
2025.0,경기,기존,한국항공대학교,4653.0,31.0,761.0,0,0
2025.0,대전,기존,한남대학교,12058.0,40.0,1544.0,11,61
2025.0,대전,기존,한남대학교,12058.0,39.0,1544.0,0,0
2025.0,대전,기존,한남대학교,12058.0,90.0,1544.0,0,0
2025.0,대전,기존,한남대학교,12058.0,46.0,1544.0,1,125
2025.0,대전,기존,한남대학교,12058.0,21.0,1544.0,0,62
2025.0,대전,기존,한남대학교,12058.0,46.0,1544.0,44,13
2025.0,대전,기존,한남대학교,12058.0,22.0,1544.0,0,0
2025.0,대전,기존,한남대학교,12058.0,132.0,1544.0,0,0
2025.0,경북,기존,한동대학교,4163.0,70.0,3374.0,101,0
2025.0,경북,기존,한동대학교,4163.0,149.0,3374.0,8,0
2025.0,경북,기존,한동대학교,4163.0,136.0,3374.0,13,0
2025.0,경북,기존,한동대학교,4163.0,115.0,3374.0,4,0
2025.0,경북,기존,한동대학교,4163.0,113.0,3374.0,5,0
2025.0,경북,기존,한동대학교,4163.0,169.0,3374.0,13,0
2025.0,경북,기존,한동대학교,4163.0,170.0,3374.0,17,0
2025.0,경북,기존,한동대학교,4163.0,144.0,3374.0,9,0
2025.0,강원,기존,한라대학교,3085.0,313.0,622.0,0,8
2025.0,강원,기존,한림대학교,7943.0,59.0,2627.0,0,0
2025.0,강원,기존,한림대학교,7943.0,494.0,2627.0,17,20
2025.0,강원,기존,한림대학교,7943.0,62.0,2627.0,0,0
2025.0,강원,기존,한림대학교,7943.0,2.0,2627.0,0,0
2025.0,강원,기존,한림대학교,7943.0,62.0,2627.0,2,0
2025.0,강원,기존,한림대학교,7943.0,59.0,2627.0,8,35
2025.0,강원,기존,한림대학교,7943.0,62.0,2627.0,0,0
2025.0,강원,기존,한림대학교,7943.0,233.0,2627.0,14,0
2025.0,강원,기존,한림대학교,7943.0,61.0,2627.0,1,0
2025.0,충남,기존,한서대학교,6477.0,152.0,1904.0,8,22
2025.0,충남,기존,한서대학교,6477.0,271.0,1904.0,0,0
2025.0,충남,기존,한서대학교,6477.0,140.0,1904.0,3,3
2025.0,서울,기존,한성대학교,6828.0,4.0,715.0,0,0
2025.0,서울,기존,한성대학교,6828.0,21.0,715.0,17,0
2025.0,서울,기존,한성대학교,6828.0,24.0,715.0,0,0
2025.0,서울,기존,한성대학교,6828.0,17.0,715.0,0,0
2025.0,서울,기존,한성대학교,6828.0,22.0,715.0,0,0
2025.0,서울,기존,한성대학교,6828.0,26.0,715.0,0,0
2025.0,서울,기존,한성대학교,6828.0,164.0,715.0,9,0
2025.0,서울,기존,한성대학교,6828.0,20.0,715.0,17,0
2025.0,경기,기존,한세대학교,2845.0,38.0,346.0,0,0
2025.0,경기,기존,한세대학교,2845.0,66.0,346.0,119,0
2025.0,경기,기존,한신대학교,5446.0,154.0,776.0,0,29
2025.0,경기,기존,한신대학교,5446.0,51.0,776.0,0,0
2025.0,경기,기존,한신대학교,5446.0,132.0,776.0,1,5
2025.0,경기,기존,한양대학교(ERICA)_분교,12591.0,396.0,2743.0,18,0
2025.0,경기,기존,한양대학교(ERICA)_분교,12591.0,736.0,2743.0,408,59
2025.0,경기,기존,한양대학교(ERICA)_분교,12591.0,271.0,2743.0,103,66
2025.0,서울,기존,한양대학교,22092.0,88.0,3457.0,1,0
2025.0,서울,기존,한양대학교,22092.0,71.0,3457.0,0,0
2025.0,서울,기존,한양대학교,22092.0,181.0,3457.0,88,8
2025.0,서울,기존,한양대학교,22092.0,11.0,3457.0,0,0
2025.0,서울,기존,한양대학교,22092.0,74.0,3457.0,0,0
2025.0,서울,기존,한양대학교,22092.0,197.0,3457.0,0,0
2025.0,서울,기존,한양대학교,22092.0,403.0,3457.0,96,11
2025.0,서울,기존,한양대학교,22092.0,26.0,3457.0,1,17
2025.0,서울,기존,한양대학교,22092.0,249.0,3457.0,0,0
2025.0,서울,기존,한양대학교,22092.0,100.0,3457.0,0,0
2025.0,서울,기존,한양대학교,22092.0,200.0,3457.0,195,124
2025.0,서울,기존,한양대학교,22092.0,11.0,3457.0,0,0
2025.0,전북,기존,한일장신대학교,810.0,22.0,223.0,0,0
2025.0,전북,기존,한일장신대학교,810.0,47.0,223.0,0,0
2025.0,경기,기존,협성대학교,3864.0,49.0,484.0,0,94
2025.0,경기,기존,협성대학교,3864.0,78.0,484.0,0,0
2025.0,광주,기존,호남대학교,6799.0,59.0,1856.0,186,1
2025.0,광주,기존,호남대학교,6799.0,90.0,1856.0,147,52
2025.0,광주,기존,호남대학교,6799.0,50.0,1856.0,69,4
2025.0,광주,기존,호남대학교,6799.0,77.0,1856.0,135,0
2025.0,광주,기존,호남대학교,6799.0,12.0,1856.0,0,0
2025.0,광주,기존,호남대학교,6799.0,23.0,1856.0,37,5
2025.0,광주,기존,호남대학교,6799.0,196.0,1856.0,78,0
2025.0,광주,기존,호남대학교,6799.0,32.0,1856.0,0,0
2025.0,광주,기존,호남신학대학교,620.0,127.0,249.0,1,0
2025.0,충남,기존,호서대학교,13542.0,504.0,3313.0,86,3
2025.0,충남,기존,호서대학교,13542.0,402.0,3313.0,0,0
2025.0,충남,기존,호서대학교,13542.0,75.0,3313.0,0,0
2025.0,충남,기존,호서대학교,13542.0,123.0,3313.0,0,0
2025.0,충남,기존,호서대학교,13542.0,139.0,3313.0,35,20
2025.0,전북,기존,호원대학교,5013.0,171.0,2037.0,0,4
2025.0,전북,기존,호원대학교,5013.0,200.0,2037.0,0,0
2025.0,전북,기존,호원대학교,5013.0,61.0,2037.0,0,0
2025.0,전북,기존,호원대학교,5013.0,146.0,2037.0,6,6
2025.0,서울,기존,홍익대학교,14129.0,551.0,1354.0,26,60
2025.0,서울,기존,홍익대학교,14129.0,10.0,1354.0,0,0
2025.0,서울,기존,홍익대학교,14129.0,118.0,1354.0,1,0
2025.0,세종,기존,홍익대학교_제2캠퍼스,5664.0,304.0,1140.0,4,0
2025.0,세종,기존,홍익대학교_제2캠퍼스,5664.0,86.0,1140.0,2,0
2025.0,경기,기존,화성의과학대학교,533.0,330.0,330.0,1,0
